index,mbti,movie
2372,"Davis Okoye(ENFJ),Agent Harvey Russell(ENTP),Claire Wyden(ENTJ),",   Rampage (2018)
2373,"Alicia Masters(ENFJ),Victor von Doom ""Doctor Doom""(ENTJ),Victor von Doom ""Doctor Doom""(ENTJ),Ben Grimm ""The Thing""(ISFP),Ben Grimm ""The Thing""(ISFP),Captain Frankie Raye(ISTJ),Norin Radd ""Silver Surfer""(INFP),",   Fantastic Four (2005)
2374,"Henri Charrière ""Papillon""(ENFJ),Louis Dega(ISTJ),",   papillon (1973)
2375,"Anna Leonowens(ENFJ),King Mongkut of Siam(XXXX),",   The King and I (1956)
2376,"Shone(ENFJ),Nam(INFP),",   Crazy Little Thing Called Love (2010)
2377,"Diana Cavendish(ENFJ),Robin Cavendish(ENFJ),",   Breathe (2017)
2378,"Durotan(ENFJ),Gul'dan(ENTJ),Garona(ISFP),Anduin Lothar(ISTJ),Medivh(INFJ),Khadgar(INTP),",   Warcraft (2016)
2379,"Greta Evans(ENFJ),Cole(ENTJ),Malcolm(ISFJ),Brahms Heelshire(INFJ),Mrs. Heelshire(INFJ),",   The Boy
2380,"Kalpana Shetty(ENFJ),Sanjay Singhania (Sachin)(INTJ),",   Ghajini
2381,"Annie Farrell(ENFJ),Max Durocher(ISFJ),Ray Fanning(ISTP),Felix Reyes-Torrena(ISTJ),Felix Reyes-Torrena(ISTJ),Vincent(INTJ),",   Collateral (2004)
2382,"Herman Scobie(XXXX),Reggie Lampert(ENFJ),Peter Joshua(ENTP),Hamilton Bartholomew(XXXX),Leopold Gideon(ISTJ),Tex Panthollow(XXXX),",   Charade (1963)
2383,"Kim Man-Seob(XXXX),Peter(ENFJ),",   A Taxi Driver
2384,"Gemma(ENFJ),Tom(ISTP),The Boy(INTJ),",   Vivarium
2385,"Rachel(ENFJ),Ellie(ISTP),Fiona Brewer(INFP),Marcus Brewer(INTP),",   About a Boy (2002)
2386,"Sir Cole(ENFJ),Brooke Winters(ENFJ),",   The Knight Before Christmas (2019)
2387,"Alia(ENFJ),Davin(XXXX),Abel(INFP),Bu Windu(INFJ),",   The 3rd Eye (2017)
2388,"Pryia Varma(ENFJ),Ken(ENTP),Sofi(INFJ),Salomina(INFJ),Ian Gray(INTP),",   I Origins (2014)
2389,"Ainun(ENFJ),",   Habibie & Ainun (2012)
2390,"Ana Khesarian(ENFJ),Emre Ogan(ENTP),Chris Myers(ISTP),Mikael Boghosian(INFJ),",   The Promise (2016)
2391,"Amber Appleton(ENFJ),Joan(ENTJ),",   All Together Now (2020)
2392,"Drake Goodman(ENFJ),Carter Hayes/James Danforth(ENTJ),Patty Palmer(ISFJ),",   Pacific Heights (1990)
2393,"Sam Bouchard(ENFJ),Holly Body(ISFP),Gloria Revelle(ISFP),Jake Scully(INFJ),",   Body Double (1984)
2394,"Elsa kast(ENFJ),Dren(INFP),",   Splice
2395,"Melanie(ENFJ),Sgt. Eddie Parks(ISTJ),Helen Justineau(INFJ),Dr. Caroline Caldwell(INTJ),",   The Girl with All the Gifts (2016)
2396,"Heck(ENFJ),Luce(ENTP),Rachel(ISTJ),",   Imagine Me and You (2005)
2397,"Angela Gray(ENFJ),Detective Bruce Kenner(INTJ),",   Regression (2015)
2398,"Mara Ordaz(ENFJ),Francisco Gourmand(ENFJ),Bárbara Otamendi(ENTJ),Pedro de Córdoba(INFP),Martín Saravia(INFJ),Norberto Imbert(INTJ),",   El cuento de las comadrejas (2019)
2399,"Jan(ENFJ),Jule(INFP),",   303 - Unterwegs zur Liebe
2400,"Susanne(ENFJ),Stoffer(ENTP),Karen(INFP),",   The Idiots/Idioterne (1998)
2401,"Terry Lennox(ENFJ),Philip Marlowe(ENTP),Roger Wade(ISFP),Eileen Wade(ISFJ),",   The Long Goodbye (1973)
2402,"Dr. Sullivan(ENFJ),",   Countdown
2403,"Zlabya(ENFJ),The Cat(ENTP),The Rabbi(ISTJ),The Russian painter(XXXX),Sheikh Mohammed Sfar(INTP),",   The Rabbi's Cat (2011)
2404,"Sir Walter Raleigh(ENFJ),Robert Dudley, 1st Earl of Leicester(ENTP),",   Elizabeth (1998 - 2007)
2405,"Hal(ENFJ),Shane(ENTP),Lizzy(ISFP),Smiling Dave(ISFJ),Aaron Smith(ISFJ),Justin Smith(ISTP),",   The Endless
2406,"Orpheus(ENFJ),",   Orfeu Negro (Black Orpheus)
2407,"Simon Silver(ENFJ),Thomas Buckley(INTP),Margaret Matheson(INTJ),",   Red Lights
2408,"Richard Hall(ENFJ),Grace Marshall(ISFP),",   The Lodge
2409,"Özgür(ENFJ),Cio(ENTJ),Savaş(ISFP),",   Sifir Bir
2410,"Alec Harvey(ENFJ),Laura Jesson(XXXX),",   Brief Encounter(1945)
2411,"Mary O'Brien(ENFJ),Andrew Brandt(ENTJ),DuPont(XXXX),Errol Partridge(INFJ),John Preston(INTJ),",   Equilibrium (2002)
2412,"Lewis Fyne(ENFJ),Narrator(INTP),",   True Stories (1986)
2413,"Jan Burres(ENFJ),Wayne Westerberg(ISTP),Walt McCandless(ISTJ),Christopher McCandless(INFP),Carine McCandless(INFJ),",   Into the Wild
2414,"Ángela(XXXX),Marco Zuluaga(ENFJ),Benigno Martín(XXXX),Matilde(ISFP),Alicia Roncero(ISFP),Lydia González(ISTP),Rosa(ISTJ),Katerina Bilova(ISTJ),",   Talk to Her (Hable con ella) 2002
2415,"Yanagawa Yuki(ENFJ),Kabayama Yuka(ENTP),Tushima Hitomi(ISFP),Manda Reiko(ISFJ),Taira Kazuya(ISTP),Munakata Minami(INFP),",   The Werewolf Game: The Beast Side
2416,"Gottfried(XXXX),Janet(ENFJ),Martha(ENTJ),Jinny(XXXX),April(ISTP),Tom(ISTJ),Bill(INTP),",   The Party (2017)
2417,"Masha(ENFJ),Iya(ISFP),",   Beanpole (2019)
2418,"Stanley(ENFJ),Ozzie(INFP),Jamie Bingham(INFP),",   Fluppy Dogs
2419,"Jerry Dandrige(ENFJ),Evil Ed(ENTP),Peter Vincent(ENTP),Amy Peterson(INFP),Charley Brewster(INTP),",   Fright Night
2420,"Ryohei(ENFJ),Asako(INFJ),",   Asako I & II (2018)
2421,"Old Major(ENFJ),Squealer(ENFJ),Napoleon(ENTJ),Boxer(ISFJ),Benjamin(INTP),Snowball(INTJ),",   Animal Farm (1954)
2422,"Sarah(ENFJ),Jonas(ISFP),Dylan Branson(INFJ),",   2:22
2423,"Henri Charrière ""Papillon""(ENFJ),",   Papillon (2017)
2424,"Gooby(ENFJ),Willy Dandridge(INFP),Mr. Nerdlinger(INTJ),",   Gooby
2425,"Mabel Longhetti(ENFJ),",   A Woman Under the Influence
2426,"Brooke Meyers(ENFJ),Gary Grobowski(ENTP),",   The Break-Up (2006)
2427,"Jasem(ENFJ),Colonel Kaveh Afsahani(ISTP),",   Mosul (2019)
2428,"Allison(ENFJ),Maude(XXXX),",   Black Bear (2020)
2429,"Maciej Aleksy ""Alek"" Dawidowski(ENFJ),Kazimierz ""Paweł"" Pawelski(ISFJ),Jan ""Rudy"" Bytnar(INFP),Tadeusz ""Zośka"" Zawadzki(INFJ),",   Kamienie na szaniec (2014)
2430,"Laura(ENFJ),",   Under The Skin
2431,"Black Beauty(ENFJ),George Winthorp(ENFJ),John Manly(ISFJ),Jo Green(ISTP),",   Black Beauty (2020)
2432,"Father Juilliard(ENFJ),Gardo(ENTJ),Olivia Weston (Sister Olivia)(ISFP),Raphael Fernandez(INFP),Rat(INFJ),",   Trash
2433,"Dorrie(ENFJ),Sandy Bates(INTP),",   Stardust Memories
2434,"Margaret ""Toots""(ENFJ),Charles Brown(ENTP),Fanny Brawne(XXXX),Mrs. Brawne(ISFJ),John Keats(INFP),",   Bright Star (2009)
2435,"Elizabeth Gilbert(XXXX),Felipe(ENFJ),Steven(ENTJ),David Piccolo(ISFP),Richard(INTJ),",   Eat Pray Love
2436,"Jamie Massey(ENFJ),Leslie Breitbart(INTJ),",   While We're Young (2014)
2437,"Oliver(ENTP),Marzia(ISFJ),Elio Perlman(INFP),Sammy Perlman(INFJ),Annella Perlman(INFJ),",   Call Me by Your Name (2017)
2438,"Pikachu(ENTP),Harry Goodman(ENTP),Harry Goodman(ENTP),Roger Clifford(ENTP),Lucy Stevens(ENTJ),Tim Goodman(ISFP),Psyduck(ISFP),Ditto(ISTJ),Howard Clifford(INTJ),Mewtwo(INTJ),",   Pokémon: Detective Pikachu (2019)
2439,"Vizzini(ENTP),Miracle Max(ENTP),Prince Humperdinck(ENTJ),Buttercup(ISFP),Inigo Montoya(ISFP),Fezzik(ISFP),Westley(INFJ),Count Rugen(INTJ),",   The Princess Bride (1987)
2440,"Nathan(ENTP),Caleb(ISFJ),Ava(INFJ),",   Ex Machina (2014)
2441,"Nancy Downs(ENTP),Bonnie Hyper(ISFP),Rochelle Zimmerman(ISFJ),Rochelle Zimmerman(ISFJ),Sarah Bailey(INFJ),",   The Craft (1996)
2442,"Matt Hooper(ENTP),Quint(ISTP),Martin Brody(ISTJ),Ellen Brody(INFJ),",   Jaws (1975)
2443,"Wallace(ENTP),Piella Bakewell(ENTJ),Bob the baker(ISFP),Wendolene Ramsbottom(ISFJ),Preston(ISTP),Fluffles(XXXX),Gromit(INTJ),Feathers McGraw(INTJ),",   Wallace and Gromit
2444,"Oh Dae-su(ENTP),Mi-do(ISFJ),Lee Woo-jin(INFJ),Lee Soo-ah(INFJ),",   Oldboy (2003)
2445,"Raoul Duke(ENTP),Dr. Gonzo(ENTJ),Hitchhiker(INFP),",   Fear and Loathing in Las Vegas (1998)
2446,"Ryuk(ENTP),Ryuk(ENTP),Light Turner(ISFP),L(ISTP),Mia Sutton(ISTP),James Turner(ISTJ),",   Death Note (2017)
2447,"Johnny Fletcher(ENTP),",   Naked (1993)
2448,"SARK(XXXX),Ed Dillinger(XXXX),Quorra(ENTP),Kevin Flynn(ENTP),CLU(ENTJ),Master Control Program(XXXX),YORI(ISFJ),Sam Flynn(ISTP),Alan Bradley(ISTJ),TRON(XXXX),RAM(INFP),","   Tron / Tron: Legacy (1982, 2010)"
2449,"Paul Avery(ENTP),Zodiac Killer(ENTP),Arthur Leigh Allen(ENTP),Michael Mageau(ISFP),Melanie Graysmith(ISFJ),Darlene Ferrin(ISFJ),David Toschi(ISTP),Robert Graysmith(INFJ),",   Zodiac (2007)
2450,"Jeffrey Goines(ENTP),Kathryn Railly(INTP),Dr. Peters(INTP),Dr. Leland Goines(INTJ),",   12 Monkeys / Twelve Monkeys ( 1995)
2451,"Garrett(XXXX),Garrett(XXXX),Ashley(ENTP),",   Better Watch Out
2452,"Lenny Feder(ENTP),",   Grown Ups
2453,"Adrian Cronauer(ENTP),Adrian Cronauer(ENTP),Eddie Garlick(ISFP),","   Good Morning, Vietnam (1987)"
2454,"Joe Bradley(ENTP),Joe Bradley(ENTP),Princess Ann(ISFP),Princess Ann(ISFP),",   Roman Holiday (1953)
2455,"Matt Kowalski(ENTP),",   Gravity (2013)
2456,"William Cage(ENTP),Rita Vrataski(ISTP),",   Edge of Tomorrow (2014)
2457,"Samuel(ENTP),Amelia(ISFJ),Babadook(INTJ),",   The Babadook (2014)
2458,"Danny(ENTP),Danny(ENTP),Jason(ENTJ),Amanda(ISTJ),Zoey(INFJ),Zoey(INFJ),Ben(INTP),Ben(INTP),Ben(INTP),",   Escape Room (2019)
2459,"Dorothea Fields(ENTP),Jamie Fields(ISFP),Julie Hamlin(ISTP),Abbie Porter(INFP),Abbie Porter(INFP),William(INFJ),",   20th Century Women (2016)
2460,"Mike Enslin(ENTP),Gerald Olin(INTJ),",   1408
2461,"Jack Vincennes(ENTP),Jack Vincennes(ENTP),Bud White(ISFP),Edmund Exley(ISTJ),Lynn Bracken(INFJ),",   L.A. Confidential (1997)
2462,"Professor Jules Hilbert(ENTP),Karen Eiffel(INFP),",   Stranger than Fiction (2006)
2463,"Kumar Patel(ENTP),Kumar Patel(ENTP),",   Harold and Kumar
2464,"Baloo(ENTP),Baloo(ENTP),Shere Khan(ENTJ),King Louie(XXXX),Akela(XXXX),Bagheera (2016)(ISTJ),Kaa(INFJ),Kaa(INFJ),Raksha(INFJ),",   The Jungle Book (2016)
2465,"Paul(ENTP),Paul(ENTP),Agent Zoil(ENTJ),Ruth buggs(ISFJ),Graeme Willy(INFJ),Clive Gollings(INTP),",   Paul (2011)
2466,"Captain Spaulding (Cutter)(ENTP),",   The Devil's Rejects (2005)
2467,"Ernie ""Chip"" Douglas ""Cable Guy""(ENTP),Ernie ""Chip"" Douglas ""Cable Guy""(ENTP),Steven M. Kovacs(ISFJ),Robin Harris(XXXX),Rick Lagados(ISTP),",   The Cable Guy ( 1996)
2468,"Chuck Steinberg(ENTP),Chuck Steinberg(ENTP),Ramon Morales(ISFP),Ramon Morales(ISFP),Ramon Morales(ISFP),Auggie Hilderbrandt(ISTJ),Stella Nicholls(INFP),Stella Nicholls(INFP),",   Scary Stories to Tell in the Dark (2019)
2469,"Cameron Poe(ENTP),Cyrus 'The Virus' Grissom(ISTP),U.S. Marshal Vince Larkin(ISTJ),Garland Greene(INFJ),",   Con Air
2470,"Emil Rottmayer(ENTP),Warden Hobbes(ENTJ),Javed(ISFJ),Ray Breslin(ISTP),",   Escape Plan (2013)
2471,"Salvatore Di Vita(ENTP),Alfredo(ISFP),Maria Di Vita(ISTJ),Elena Mendola(INFJ),",   Cinema Paradiso (1988)
2472,"Alec Scudder(ENTP),Maurice Hall(INFP),",   Maurice (1987)
2473,"Yuna(ENTP),Eiji(INTJ),Shigemura Tetsuhiro(INTJ),",   Sword Art Online The Movie: Ordinal Scale (2017)
2474,"Dr. Buddy Rydell(ENTP),Dave Buznik(ISTJ),",   Anger Management (2003)
2475,"Casey Newton(ENTP),Frank Walker(ENTP),Athena(ISTJ),",   Tomorrowland
2476,"Simon Phoenix(ENTP),",   Demolition Man (1993)
2477,"Mystery Man(ENTP),Dick Laurent(ENTJ),Dick Laurent(ENTJ),Dick Laurent(ENTJ),Alice(ISFP),Renee(ISFP),Fred(INFP),",   Lost Highway
2478,"Rex Walls(ENTP),Rose Mary Walls(ISFP),Jeannette Walls(ISTJ),",   The Glass Castle (2017)
2479,"Susan Vance(ENTP),Dr.David Huxley(XXXX),Dr.David Huxley(XXXX),",   Bringing Up Baby (1938)
2480,"Flemming(XXXX),Ellis Jones(ENTP),Adaline Bowman(INFJ),William Jones(INTP),",   The Age of Adaline (2015)
2481,"Alex ""Hitch"" Hitchens(ENTP),Allegra Cole(ISFP),Albert Brennaman(INTP),Sara Meles(INTJ),",   Hitch (2005)
2482,"James Simon(ENTP),Hannah(ISFP),Simon James(INFP),",   The Double (2013)
2483,"O.W. Grant(ENTP),Neal Oliver(INFP),Ray(INTJ),",   Interstate 60 (2002)
2484,"Paul Verlaine(ENTP),Mathilde Verlaine(ISFJ),Arthur Rimbaud(INTP),",   Total Eclipse (1995)
2485,"Anne(ENTP),Nicholas(ISFP),Grace(ISTJ),Mrs mills(INFJ),",   The others (2001)
2486,"Jack Salmon(ENTP),Grandma Lynn(ENTJ),Lindsey Salmon(ISFP),Abigail Salmon(ISFJ),George Harvey(ISTJ),Susie Salmon(INFP),",   The Lovely Bones (2009)
2487,"Catcher Block(ENTP),Barbara Novak(INFJ),",   Down with Love (2003)
2488,"Gracchus(ENTP),Crassus(ENTJ),Varinia(ISFJ),Spartacus(ISTP),",   Spartacus (1960)
2489,"Lindsay(ENTP),",   Destination Wedding (2018)
2490,"Scarlett Marlowe(ENTP),Benji(ISFJ),George(ISTP),Papillon(ISTP),","   As Above, So Below (2014)"
2491,"Marianne(XXXX),Robin Hood(ENTP),Sheriff Of Nottingham(XXXX),Will(XXXX),Little John(XXXX),",   Robin Hood (2018)
2492,"Charles Alexander Swann/Adams/Wilson/Captain Lesgate(XXXX),Mark Halliday(ENTP),Tony Wendice(ISTJ),Chief Inspector Hubbard(ISTJ),Tony Wendice(ISTJ),",   Dial M for Murder (1954)
2493,"Samuel Spade(ENTP),Iva Archer(ISFJ),Brigid O'Shaughnessy(INFP),Joel Cairo(INTP),",   The Maltese Falcon (1941)
2494,"Willy Beachum(ENTP),Ted Crawford(INTJ),",   Fracture (2007)
2495,"Haley(ENTP),Rose(ISFJ),Paul(ISTP),Eli(XXXX),Eli(XXXX),Eli(XXXX),Dr. Horn(INFJ),",   Eli (2019)
2496,"Prince Ashton(ENTP),Jules Daly(ISFJ),",   A Princess for Christmas
2497,"Trickster(ENTP),Michael Brower(ISFP),",   Brainscan (1994)
2498,"Conrad(ENTP),Claire(ISTP),Nicholas Van Orton(INTJ),",   The Game (1997)
2499,"Sherlock Gnomes(ENTP),Irene(ENTJ),",   Sherlock Gnomes
2500,"Eli(XXXX),Kelly(ENTP),Danielle(ISFP),Danielle(ISFP),Matthew(INFP),Klitz(INTP),",   The Girl Next Door (2004)
2501,"Rainer Wenger(ENTP),",   The Wave (Die Welle; 2008)
2502,"Lucy Kelson(XXXX),George Wade(ENTP),",   Two Weeks Notice (2002)
2503,"Nick Marshall(ENTP),Alex Marshall(ISFP),Lola(ISFJ),Erin(INFP),Darcy Maguire(INFJ),",   What Women Want (2000)
2504,"Pablo Sandoval(ENTP),Irene Mendez Hastings(ENTJ),Benjamín Espósito(ISTJ),",   El secreto de sus ojos
2505,"Nick Naylor(ENTP),",   Thank You for Smoking (2005)
2506,"Ben Bradlee(ENTP),Daniel Ellsberg(ISTJ),Kay Graham(INFP),",   The Post (2017)
2507,"Akiba Shigeru(ENTP),Itsuki Fujii (female)(ISFP),Itsuki Fujii (male)(ISTP),Hiroko Watanabe(XXXX),",   Love Letter (1995)
2508,"Thomas Schell(ENTP),The Renter(ISTP),Linda Schell(INFJ),Oskar Schell(INTJ),",   Extremely Loud and Incredibly Close (2011)
2509,"Vernon(ENTP),Alfie Stevenson(ISTJ),Bella Brown(INFP),Billy Tranter(INTP),",   This Beautiful Fantastic (2016)
2510,"Ziki Okemi(ENTP),Kena Mwaura(ISTP),",   Rafiki (2018)
2511,"The Tod(ENTP),Rowf(ISTJ),Snitter(INFP),",   The Plague Dogs (1982)
2512,"Nobody(ENTP),Jack Beauregard(ISTP),",   My Name Is Nobody (1973)
2513,"Joe Castleman(ENTP),David Castleman(ISFP),Joan Castleman(INFJ),",   The Wife (2017)
2514,"Beatrice Morandini Valdirana(ENTP),Donatella Morelli(XXXX),","   Like crazy (La pazza gioia, 2016)"
2515,"Marcos(ENTP),Valeria(ENTJ),Juan(INFP),",   Nine Queens (2000)
2516,"Alice van Damm(ENTP),Philip Winter(INFP),","   Alice in the Cities (Alice in den Städten, 1974)"
2517,"Mr. Otter(ENTP),Leafie(ISFJ),One-eyed Weasel(ISTP),Wanderer(ISTJ),Greenie(INFP),","   Leafie, A Hen Into the Wild (2011)"
2518,"Henry Evans(ENTP),Mark Evans(XXXX),",   The good son (1993)
2519,"Lorde Cigano(ENTP),Çico(XXXX),Dasdô(ISFJ),Salomé(ISTJ),",   Bye Bye Brazil
2520,"Layne(ENTP),",   River's Edge (1986)
2521,"Simon Templar ""The Saint""(ENTP),Ivan Tretiak(ENTJ),Ilya Tretiak(ISTP),Dr. Emma Russell(INFP),",   The Saint (1996)
2522,"Jensen(ENTP),Cougar(ISTP),",   The Losers (2010)
2523,"Billy(ENTP),Liam(ISFP),Josie(INFJ),",   Forever My Girl (2018)
2524,"Prof. Jerry Hathaway(XXXX),Chris Knight(ENTP),Jordan Cochran(ISTP),Mitch Taylor(INFJ),Lazlo Hollyfeld(INFJ),",   Real Genius
2525,"Sir Leigh Teabing(ENTP),Bertrand Zobrist(ENTJ),Bertrand Zobrist(ENTJ),The Hassassin(ISTP),Silas(ISTJ),Silas(ISTJ),Robert Langdon(INFJ),Sienna Brooks(INFJ),Father Patrick McKenna(INFJ),Vittoria Vetra(INTP),Elizabeth Sinskey(INTJ),Sophie Neveu(INTJ),",   Robert Langdon
2526,"Grandma Sarah(XXXX),Lone Watie(ENTP),Little Moonlight(ISFP),Josey Wales(ISTP),Terrill(ISTJ),Laura Lee(INFP),Ten Bears(INFJ),",   The Outlaw Josey Wales (1976)
2527,"Charlie Croker(ENTP),Mr. Bridger(ISTJ),",   The Italian Job (1969)
2528,"Grandmother/Elsa/Mother(ENTP),Valerie(INFP),Hedvika(INTP),",   Valerie and Her Week of Wonders
2529,"Walter(ENTP),Brian Marsh(ISTJ),Catherine Danforth(INFP),Priest(INFJ),Professor Howard Birack(INTP),",   Prince of Darkness (1987)
2530,"Sebastian Tunney(ENTP),Jennifer Grogan(ENTJ),John Grogan(ISFP),",   Marley & Me (2008)
2531,"Doug Mathews(ENTP),",   McMillion$ (2020)
2532,"Sanka(XXXX),Irving ""Irv"" Blitzer(ENTP),Derice(ISFP),Junior(ISTP),",   Cool Runnings
2533,"Doctor Fortunati(ENTP),Sister Luke(INFJ),",   The Nun's Story
2534,"Dr. Heywood Floyd(ENTP),Moonwatcher(ENTJ),Frank Poole(ISTP),Hal 9000(INTJ),",   2001: A Space Odyssey (1968)
2535,"Ahmed(ENTP),",   Young Ahmed
2536,"Thomas Edison(ENTP),Nikola Tesla(INTJ),",   Tesla (2020)
2537,"Debbie(XXXX),Evan(ENTP),Stillman(INTJ),",   Time Freak (2018)
2538,"Ambroży Kleks(ENTP),Mateusz(ISFP),Golarz Filip(ISTJ),Adaś Niezgódka(INFP),",   Mister Blot's Academy (Akademia Pana Kleksa; 1983)
2539,"Roy O'Bannon(ENTP),Chon ""John"" Wang(ISFJ),Lord Nelson Rathbone(INTJ),",   Shanghai Knights (2003)
2540,"Joe Gideon(ENTP),",   All That Jazz (1979)
2541,"Wonder Woman(XXXX),Green Lantern(ENTP),Vandal Savage(ENTJ),Martian Manhunter(ISTJ),Batman(INTJ),",   Justice League : Doom
2542,"Sir William Gull(ENTP),Inspector Frederick Abberline(XXXX),",   From Hell
2543,"Tala(ENTP),Leyla(INFJ),",   I can't think straight
2544,"General Rokurota Makabe(XXXX),Tahei(ENTP),",   The Hidden Fortress ( 1958)
2545,"El turco(ENTP),Alicia(ISFP),Natalia(ISFJ),Rubén 'Oso'(ISTP),Güemes(ISTJ),Sergio(ISTJ),",   Un Oso Rojo
2546,"Walter Gibson(ENTP),The Sure Thing(ISFP),Alison Bradbury(ISTJ),",   The Sure Thing
2547,"Pastor Park Ung-jae(ENTP),Geum-hwa(ISFP),Jeong Na-han(INFJ),",   Svaha: The Sixth Finger
2548,"Roger Bannister(XXXX),Bobbie Markowitz(ENTP),Johanna Eberhart(ENTJ),",   The Stepford Wives (2004)
2549,"Mr. Greene(ENTP),",   Norm of the North
2550,"Ken Castle(ENTP),Simon Silverton(ISTP),Kable(ISTP),",   Gamer (2009)
2551,"Alex(ENTP),Oscar(ISFP),Linda(ISFP),Victor(INFP),",   Enter the Void (2009)
2552,"Frédérick Lemaître(ENTP),Baptiste Debureau(ISFP),Nathalie(ISFJ),Claire ""Garance"" Reine(ISTP),Pierre-François Lacenaire(INTJ),",   Children of Paradise (Les Enfants du Paradis)
2553,"Bruno Antony(ENTP),Guy Haines(INTJ),",   Strangers on a Train (1951)
2554,"Onofrio Del Grillo(ENTP),",   Il Marchese del Grillo (1981)
2555,"Susan Plummer(ENTP),Teddy Rensen/Nikolai Itchenko(ENTJ),Robert McCall(INFP),Robert McCall(INFP),Alina/Teri(INFP),Miles Whittaker(INFP),",   The Equalizer ( 2014- 2018)
2556,"Loris(ENTP),",   The Monster (1994)
2557,"Herger (the Joyous(ENTP),Buliwyf (the Leader)(ENTJ),Ahmad ibn Fadlan(INFJ),",   The 13th Warrior (1999)
2558,"Abe(ENTP),Aaron(ENTJ),",   Primer (2004)
2559,"Giacomo Casanova(ENTP),",   Casanova (2005)
2560,"Harry(ENTP),John Oldman(INFJ),Dan(INTJ),",   The Man from Earth (2007)
2561,"Stanley Hyman(ENTP),Rose(XXXX),Shirley Jackson(INTJ),",   Shirley (2020)
2562,"Dr. Hugh Derry(ENTP),Calvin(ENTJ),",   Life (2017)
2563,"Max Renn(ENTP),Brian O'Blivion(INTJ),",   Videodrome (1983)
2564,"Catherine(ENTP),",   Jules and Jim / Jules et Jim (1962)
2565,"Leslie Mancuso(ENTP),",   Behind the Mask: The Rise of Leslie Vernon (2006)
2566,"Ronit Krushka(ENTP),Esti Kuperman(INFJ),",   Disobedience
2567,"Player X(ENTP),Charlie Jaffey(ENTP),Larry Bloom(ENTJ),Douglas Downey(INFP),",   Molly’s Game
2568,"Marquis des Arcis(ENTP),Madame de La Pommeraye(ENTJ),",   Lady J (2018)
2569,"Tony Stark(ENTP),Natasha Romanoff(ISTP),Yelena Belova(ISTJ),",   Black Widow
2570,"Billy Strannix(ENTP),",   Under Siege
2571,"Kyoami(ENTP),Lord Hidetora Ichimonji(XXXX),",   Ran (1985)
2572,"Everett Sloan(ENTP),Fay Crocker(ISFJ),",   The Vast of Night (2019)
2573,"Randall ""Memphis"" Raines(ENTP),",   Gone in 60 Seconds (2000)
2574,"Neil McCormick(ENTP),Ivan McCormick(ISFJ),Gloria(INTJ),",   Killing Bono
2575,"Maximus(ENTP),Justin(ISFJ),Severus(ISTJ),Sebastiane(INFJ),",   Sebastiane (1976)
2576,"Jim Dodge(ENTP),",   Career Opportunities
2577,"Will Keane(ENTP),Charlotte Fielding(INFP),",   Autumn in New York (2000)
2578,"Maj. Gen. Urquhart(ENTP),Field Marshal Gerd Von Rundstedt(ISTJ),",   A Bridge Too Far (1977)
2579,"Torgo(ENTP),",   Manos: The Hands of Fate
2580,"Karan Kapoor(ENTP),Rhea Prakash(ISTJ),",   Hum Tum
2581,"Sunny(ENTP),",   Mujhse Shaadi Karogi
2582,"Steve Jobs(ENTJ),Joanna Hoffman(ISTJ),Lisa(INTJ),",   Steve Jobs (2015)
2583,"Ray Kroc(ENTJ),Dick McDonald(ISTJ),",   The Founder (2016)
2584,"Count Fujiwara(ENTJ),Sook-Hee(ISFP),Uncle Kouzuki(ISTJ),Lady Izumi Hideko(INTJ),",   The Handmaiden (2016)
2585,"Angelique Bouchard(ENTJ),Carolyn Stoddard(ISFP),Elizabeth Collins Stoddard(ISTJ),Elizabeth Collins Stoddard(ISTJ),Elizabeth Collins Stoddard(ISTJ),Victoria Winters(INFJ),Barnabas Collins(INTP),",   Dark Shadows (2012)
2586,"Hamish(XXXX),Stephen(XXXX),King Edward I ""Longshanks""(ENTJ),Prince Edward(ISFP),Robert the Bruce(ISTJ),",   Braveheart (1995)
2587,"Dr. Pamela Isley / Poison Ivy(ENTJ),Dick Grayson / Robin(ISFP),Alfred Pennyworth(ISFJ),Dr. Victor Fries / Mr. Freeze(ISTP),Bruce Wayne / Batman(INTJ),",   Batman & Robin (1997)
2588,"Alonzo Harris(ENTJ),Alonzo Harris(ENTJ),Jake Hoyt(ISFP),",   Training Day (2001)
2589,"Maxine Lund(ENTJ),Maxine Lund(ENTJ),Lotte Schwartz(ISFP),Lotte Schwartz(ISFP),Elijah(ISFP),Elijah(ISFP),Craig Schwartz(INFP),John Malkovich(INTP),",   Being John Malkovich (1999)
2590,"Paul(ENTJ),Georgie Farber(ISFP),Peter(ISFJ),Ann Farber(ISFJ),George Farber(ISTJ),",   Funny Games (2007)
2591,"Monday(ENTJ),Monday(ENTJ),Nicolette Cayman(ENTJ),Tuesday(ISFP),Tuesday(ISFP),Sunday(ISFJ),Sunday(ISFJ),Sunday(ISFJ),Friday(INTP),Friday(INTP),Terrence Settman(INTJ),",   What Happened to Monday (2017)
2592,"Gerald Burlingame(ENTJ),",   Gerald's Game (2017)
2593,"Mary(ENTJ),John Hancock(ISFP),John Hancock(ISFP),",   Hancock (2008)
2594,"Deacon Frost(ENTJ),Blade(ISTP),Whistler(ISTP),Karen(ISTJ),",   Blade
2595,"August Rosenbluth(ENTJ),Jacob Jankowski(XXXX),",   Water for Elephants (2011)
